2019-05-13 00-00-01 scd30.csv
Iteration: 0
AVG AR 1.0
[[0, 0], [0, 1405]]
2019-05-28 01-00-01 scd30.csv
Iteration: 1
AVG AR 0.9807829181494662
[[702, 13], [14, 676]]
2019-06-13 01-00-02 scd30.csv
Iteration: 2
AVG AR 1.0
[[0, 0], [0, 1405]]
2019-05-20 00-00-01 scd30.csv
Iteration: 3
AVG AR 1.0
[[0, 0], [0, 1405]]
2019-06-10 01-00-02 scd30.csv
Iteration: 4
AVG AR 1.0
[[0, 0], [0, 1405]]
2019-05-29 01-00-02 scd30.csv
Iteration: 5
AVG AR 0.9772241992882562
[[1030, 21], [11, 343]]
