Time,#CO2,#Hum,#Temp
2019-05-29 01-00-04,664,21.9788,35.0912
2019-05-29 01-00-06,664,22.0291,35.0484
2019-05-29 01-00-08,664,22.0108,35.0618
2019-05-29 01-00-10,665,22.0291,35.0484
2019-05-29 01-00-12,665,22.0291,35.0751
2019-05-29 01-00-14,665,22.0459,35.0484
2019-05-29 01-00-16,665,22.0108,35.0484
2019-05-29 01-00-20,664,21.9772,35.0618
2019-05-29 01-00-22,664,22.0093,35.0191
2019-05-29 01-00-24,664,22.0108,35.0324
2019-05-29 01-00-26,665,22.0093,35.0191
2019-05-29 01-00-28,665,21.9925,35.0191
2019-05-29 01-00-30,666,21.9971,35.0912
2019-05-29 01-00-32,666,22.0154,35.1045
2019-05-29 01-00-34,665,21.9086,35.1045
2019-05-29 01-00-38,666,21.9635,35.1045
2019-05-29 01-00-40,666,21.9315,35.1472
2019-05-29 01-00-42,667,21.9086,35.1179
2019-05-29 01-00-44,668,21.9269,35.0912
2019-05-29 01-00-46,668,21.9955,35.0618
2019-05-29 01-00-48,668,21.9925,35.0324
2019-05-29 01-00-50,667,21.9589,35.0484
2019-05-29 01-00-54,667,22.0291,35.0484
2019-05-29 01-00-56,666,22.0459,35.0484
2019-05-29 01-00-58,666,22.0459,35.0484
2019-05-29 01-01-00,666,22.0291,35.0484
2019-05-29 01-01-02,666,22.0276,35.0191
2019-05-29 01-01-04,667,22.0612,35.0191
2019-05-29 01-01-06,667,22.0825,35.0324
2019-05-29 01-01-08,667,22.0428,35.0191
2019-05-29 01-01-12,667,22.0612,35.0057
2019-05-29 01-01-14,667,22.0612,35.0191
2019-05-29 01-01-16,667,22.0276,35.0191
2019-05-29 01-01-18,668,22.0108,35.0484
2019-05-29 01-01-20,668,22.0459,35.0484
2019-05-29 01-01-22,668,22.0291,35.0484
2019-05-29 01-01-24,668,22.1161,35.0324
2019-05-29 01-01-26,669,22.0825,35.0324
2019-05-29 01-01-30,669,22.0428,35.0191
2019-05-29 01-01-32,669,22.0428,35.0191
2019-05-29 01-01-34,669,22.0612,35.0191
2019-05-29 01-01-36,669,22.0459,35.0324
2019-05-29 01-01-38,670,22.0612,35.0191
2019-05-29 01-01-40,670,22.0428,35.0191
2019-05-29 01-01-42,669,22.0428,34.9924
