Time,#CO2,#Hum,#Temp
2019-05-20 00-00-03,323,20.8832,34.5678
2019-05-20 00-00-05,323,20.8969,34.5251
2019-05-20 00-00-07,323,20.9747,34.5811
2019-05-20 00-00-11,323,20.9198,34.5811
2019-05-20 00-00-13,323,20.9747,34.6105
2019-05-20 00-00-15,323,20.9351,34.5945
2019-05-20 00-00-17,323,20.9213,34.6239
2019-05-20 00-00-19,324,20.9579,34.6666
2019-05-20 00-00-21,323,20.9106,34.7227
2019-05-20 00-00-23,323,20.8282,34.7814
2019-05-20 00-00-25,323,20.8099,34.8375
2019-05-20 00-00-29,323,20.7428,34.8642
2019-05-20 00-00-31,324,20.7062,34.8508
2019-05-20 00-00-33,324,20.7932,34.8508
2019-05-20 00-00-35,324,20.7047,34.8241
2019-05-20 00-00-37,325,20.7565,34.8081
2019-05-20 00-00-39,325,20.723,34.8241
2019-05-20 00-00-41,325,20.6909,34.8642
2019-05-20 00-00-45,324,20.6512,34.8642
2019-05-20 00-00-47,324,20.6223,34.9363
2019-05-20 00-00-49,325,20.5536,34.9496
2019-05-20 00-00-51,325,20.5414,35.0191
2019-05-20 00-00-53,325,20.5185,35.0057
2019-05-20 00-00-55,326,20.5582,35.0057
2019-05-20 00-00-57,326,20.5185,35.0057
2019-05-20 00-00-59,326,20.5368,34.9763
2019-05-20 00-01-03,326,20.4819,34.9496
2019-05-20 00-01-05,327,20.517,34.963
2019-05-20 00-01-07,329,20.6055,34.9363
2019-05-20 00-01-09,330,20.6039,34.9203
2019-05-20 00-01-11,329,20.4803,34.9203
2019-05-20 00-01-13,328,20.4269,34.9069
2019-05-20 00-01-15,328,20.4269,34.9203
2019-05-20 00-01-17,328,20.4269,34.9363
2019-05-20 00-01-21,327,20.4819,34.9763
2019-05-20 00-01-23,325,20.5399,35.0057
2019-05-20 00-01-25,324,20.5444,35.0751
2019-05-20 00-01-27,323,20.4758,35.1472
2019-05-20 00-01-29,324,20.4773,35.174
2019-05-20 00-01-31,325,20.3568,35.2167
2019-05-20 00-01-33,325,20.34,35.246
2019-05-20 00-01-35,326,20.2744,35.2754
2019-05-20 00-01-39,327,20.3262,35.3021
2019-05-20 00-01-41,328,20.2576,35.3182
2019-05-20 00-01-43,328,20.2438,35.3582
2019-05-20 00-01-45,328,20.1691,35.3315
2019-05-20 00-01-47,329,20.1691,35.3315
2019-05-20 00-01-49,330,20.0287,35.3449
2019-05-20 00-01-51,330,20.0821,35.3315
2019-05-20 00-01-53,330,20.134,35.3182
2019-05-20 00-01-57,332,20.1324,35.3021
2019-05-20 00-01-59,332,20.1141,35.2888
2019-05-20 00-02-01,333,19.9875,35.2621
2019-05-20 00-02-03,333,20.0409,35.2621
2019-05-20 00-02-05,333,20.1279,35.2327
2019-05-20 00-02-07,333,20.2332,35.2033
2019-05-20 00-02-09,333,20.3018,35.1606
2019-05-20 00-02-13,333,20.3522,35.1472
2019-05-20 00-02-15,333,20.3156,35.1179
2019-05-20 00-02-17,333,20.4041,35.1179
2019-05-20 00-02-19,332,20.4025,35.0751
2019-05-20 00-02-21,331,20.3476,35.0618
2019-05-20 00-02-23,332,20.4681,35.0324
2019-05-20 00-02-25,332,20.4636,34.963
2019-05-20 00-02-27,331,20.5551,34.9763
2019-05-20 00-02-31,330,20.5872,34.9203
2019-05-20 00-02-33,330,20.4773,34.9069
2019-05-20 00-02-35,329,20.5872,34.9203
2019-05-20 00-02-37,328,20.549,34.8642
2019-05-20 00-02-39,328,20.6726,34.8642
2019-05-20 00-02-41,327,20.6726,34.8508
2019-05-20 00-02-43,326,20.7062,34.8508
2019-05-20 00-02-45,325,20.6512,34.8642
2019-05-20 00-02-49,325,20.5643,34.8508
2019-05-20 00-02-51,324,20.6909,34.8802
2019-05-20 00-02-53,324,20.6879,34.8375
2019-05-20 00-02-55,323,20.7062,34.8642
2019-05-20 00-02-57,323,20.6909,34.8642
2019-05-20 00-02-59,323,20.6375,34.8936
2019-05-20 00-03-01,322,20.5872,34.9203
2019-05-20 00-03-05,321,20.6085,34.9763
2019-05-20 00-03-07,321,20.5872,34.9363
2019-05-20 00-03-09,321,20.5719,34.963
2019-05-20 00-03-11,322,20.4819,34.9496
2019-05-20 00-03-13,321,20.4819,34.9763
2019-05-20 00-03-15,322,20.5505,34.8936
2019-05-20 00-03-17,322,20.6375,34.9069
2019-05-20 00-03-19,321,20.6375,34.8936
2019-05-20 00-03-23,320,20.6924,34.8936
2019-05-20 00-03-25,320,20.6741,34.8802
2019-05-20 00-03-27,321,20.6192,34.8936
2019-05-20 00-03-29,321,20.5856,34.8936
2019-05-20 00-03-31,320,20.6177,34.8508
2019-05-20 00-03-33,321,20.636,34.8802
2019-05-20 00-03-35,321,20.5856,34.8936
2019-05-20 00-03-37,320,20.6238,34.9496
2019-05-20 00-03-41,319,20.5353,34.9363
2019-05-20 00-03-43,319,20.4819,34.9496
2019-05-20 00-03-45,320,20.4773,34.9069
2019-05-20 00-03-47,320,20.5826,34.8802
2019-05-20 00-03-49,321,20.6009,34.8936
2019-05-20 00-03-51,321,20.7092,34.8936
2019-05-20 00-03-53,321,20.6192,34.8936
2019-05-20 00-03-55,322,20.6909,34.8508
2019-05-20 00-03-59,322,20.6558,34.9069
2019-05-20 00-04-01,322,20.6375,34.8936
2019-05-20 00-04-03,322,20.5307,34.8642
2019-05-20 00-04-05,322,20.6177,34.8642
2019-05-20 00-04-07,323,20.6512,34.8375
2019-05-20 00-04-09,323,20.636,34.8642
2019-05-20 00-04-11,323,20.6726,34.8508
2019-05-20 00-04-15,323,20.6924,34.9069
2019-05-20 00-04-18,322,20.697,34.9763
2019-05-20 00-04-20,322,20.6604,35.0057
2019-05-20 00-04-22,322,20.5948,35.0484
2019-05-20 00-04-24,322,20.5597,35.0324
2019-05-20 00-04-26,322,20.5582,35.0191
2019-05-20 00-04-28,323,20.5215,35.0324
2019-05-20 00-04-30,323,20.5032,35.0057
2019-05-20 00-04-34,324,20.5582,35.0191
2019-05-20 00-04-36,324,20.5917,35.0057
2019-05-20 00-04-38,324,20.4865,35.0191
2019-05-20 00-04-40,324,20.43,34.963
2019-05-20 00-04-42,324,20.4483,34.963
2019-05-20 00-04-44,325,20.5505,34.9203
2019-05-20 00-04-46,324,20.5536,34.9363
2019-05-20 00-04-48,324,20.5353,34.9203
2019-05-20 00-04-52,324,20.5505,34.8936
2019-05-20 00-04-54,324,20.6924,34.8936
2019-05-20 00-04-56,323,20.7062,34.8642
2019-05-20 00-04-58,323,20.7596,34.8642
2019-05-20 00-05-00,323,20.7565,34.8375
2019-05-20 00-05-02,323,20.7245,34.8642
2019-05-20 00-05-04,324,20.7932,34.8508
2019-05-20 00-05-06,324,20.7596,34.8508
2019-05-20 00-05-10,324,20.7779,34.8642
2019-05-20 00-05-12,324,20.7779,34.8642
2019-05-20 00-05-14,324,20.7413,34.8508
2019-05-20 00-05-16,324,20.7413,34.8508
2019-05-20 00-05-18,324,20.7565,34.8241
2019-05-20 00-05-20,324,20.6863,34.8081
2019-05-20 00-05-22,324,20.7016,34.7814
2019-05-20 00-05-24,324,20.7047,34.7948
2019-05-20 00-05-28,324,20.578,34.8081
2019-05-20 00-05-30,324,20.7016,34.7814
2019-05-20 00-05-32,324,20.665,34.7494
2019-05-20 00-05-34,324,20.755,34.7681
2019-05-20 00-05-36,324,20.752,34.7494
2019-05-20 00-05-38,324,20.7886,34.7948
2019-05-20 00-05-40,323,20.7047,34.8081
2019-05-20 00-05-44,323,20.6696,34.8081
2019-05-20 00-05-46,323,20.6879,34.8241
2019-05-20 00-05-48,323,20.6512,34.8375
2019-05-20 00-05-50,323,20.6909,34.8508
2019-05-20 00-05-52,323,20.6177,34.8508
2019-05-20 00-05-54,323,20.5994,34.8241
2019-05-20 00-05-56,323,20.5994,34.8375
2019-05-20 00-05-58,323,20.549,34.8508
2019-05-20 00-06-02,323,20.5826,34.8802
2019-05-20 00-06-04,323,20.4956,34.8936
2019-05-20 00-06-06,323,20.4086,34.8936
2019-05-20 00-06-08,324,20.4117,34.9363
2019-05-20 00-06-10,324,20.5368,34.9496
2019-05-20 00-06-12,324,20.6772,34.9203
2019-05-20 00-06-14,324,20.6558,34.9203
2019-05-20 00-06-16,324,20.7291,34.9203
2019-05-20 00-06-20,324,20.6009,34.8936
2019-05-20 00-06-22,324,20.6543,34.8936
2019-05-20 00-06-24,324,20.7275,34.9069
2019-05-20 00-06-26,324,20.6924,34.9203
2019-05-20 00-06-28,324,20.6223,34.9203
2019-05-20 00-06-30,324,20.6238,34.9496
2019-05-20 00-06-32,324,20.6192,34.9069
2019-05-20 00-06-34,324,20.6909,34.8642
2019-05-20 00-06-38,324,20.7092,34.8802
2019-05-20 00-06-40,324,20.6177,34.8508
2019-05-20 00-06-42,324,20.6909,34.8802
2019-05-20 00-06-44,324,20.6741,34.8802
2019-05-20 00-06-46,324,20.5826,34.8802
2019-05-20 00-06-48,324,20.6741,34.8802
2019-05-20 00-06-50,323,20.7245,34.8802
2019-05-20 00-06-52,324,20.7092,34.8802
2019-05-20 00-06-56,323,20.7092,34.8936
2019-05-20 00-06-58,324,20.6375,34.9069
2019-05-20 00-07-00,324,20.5307,34.8642
2019-05-20 00-07-02,323,20.4941,34.8802
2019-05-20 00-07-04,324,20.5643,34.8508
2019-05-20 00-07-06,324,20.6696,34.8081
2019-05-20 00-07-08,324,20.723,34.8241
2019-05-20 00-07-12,324,20.7199,34.7814
2019-05-20 00-07-14,323,20.6833,34.7681
2019-05-20 00-07-16,323,20.7367,34.7681
2019-05-20 00-07-18,323,20.6833,34.7681
2019-05-20 00-07-20,323,20.6833,34.7494
2019-05-20 00-07-22,323,20.7184,34.7494
2019-05-20 00-07-24,323,20.7001,34.7494
2019-05-20 00-07-26,323,20.7001,34.7494
2019-05-20 00-07-30,323,20.7504,34.7227
2019-05-20 00-07-32,322,20.7703,34.7494
2019-05-20 00-07-34,322,20.8023,34.7227
2019-05-20 00-07-36,321,20.842,34.7227
2019-05-20 00-07-38,321,20.8374,34.6799
2019-05-20 00-07-40,321,20.784,34.7093
2019-05-20 00-07-42,320,20.8023,34.736
2019-05-20 00-07-44,321,20.8252,34.7494
2019-05-20 00-07-48,321,20.7687,34.7093
2019-05-20 00-07-50,321,20.7321,34.7093
2019-05-20 00-07-52,321,20.8572,34.7227
2019-05-20 00-07-54,321,20.8603,34.7494
2019-05-20 00-07-56,321,20.8618,34.7814
2019-05-20 00-07-58,321,20.8466,34.8081
