Time,#CO2,#Hum,#Temp
2019-05-10 00-00-02,652,16.9098,35.0191
2019-05-10 00-00-04,652,16.9067,35.0057
2019-05-10 00-00-06,652,16.9098,35.0191
2019-05-10 00-00-08,651,16.8564,35.0324
2019-05-10 00-00-12,651,16.8793,35.1045
2019-05-10 00-00-14,651,16.8274,35.0912
2019-05-10 00-00-16,651,16.8777,35.0618
2019-05-10 00-00-18,652,16.8274,35.0912
2019-05-10 00-00-20,652,16.8594,35.0484
2019-05-10 00-00-22,651,16.8747,35.0191
2019-05-10 00-00-24,651,16.8915,35.0191
2019-05-10 00-00-28,651,16.8732,34.9924
2019-05-10 00-00-30,651,16.9418,34.9924
2019-05-10 00-00-32,651,16.9235,34.9763
2019-05-10 00-00-34,651,16.9418,34.963
2019-05-10 00-00-36,650,16.9601,34.9763
2019-05-10 00-00-38,650,16.9937,34.9363
2019-05-10 00-00-40,650,16.9525,34.8936
2019-05-10 00-00-42,650,16.9891,34.8508
2019-05-10 00-00-46,650,16.9891,34.8375
2019-05-10 00-00-49,651,16.9891,34.8375
2019-05-10 00-00-51,651,17.0395,34.8081
2019-05-10 00-00-53,650,17.0212,34.8081
2019-05-10 00-00-55,650,17.0898,34.8081
2019-05-10 00-00-57,649,17.0898,34.7948
2019-05-10 00-00-59,649,17.0929,34.8375
2019-05-10 00-01-03,648,17.0715,34.7814
2019-05-10 00-01-05,647,17.0715,34.7948
2019-05-10 00-01-07,647,17.0883,34.7681
2019-05-10 00-01-09,646,17.0715,34.7681
2019-05-10 00-01-11,646,17.1432,34.7681
2019-05-10 00-01-13,646,17.1432,34.7494
2019-05-10 00-01-15,646,17.0853,34.7227
2019-05-10 00-01-17,646,17.1036,34.7093
2019-05-10 00-01-21,646,17.1585,34.7227
2019-05-10 00-01-23,646,17.1585,34.7227
2019-05-10 00-01-25,645,17.1219,34.6799
2019-05-10 00-01-27,645,17.2089,34.6799
2019-05-10 00-01-29,645,17.157,34.6933
2019-05-10 00-01-31,644,17.1722,34.6799
2019-05-10 00-01-33,644,17.1402,34.7227
2019-05-10 00-01-37,644,17.1219,34.7093
2019-05-10 00-01-39,644,17.1585,34.7227
2019-05-10 00-01-41,644,17.1585,34.7227
2019-05-10 00-01-43,644,17.1402,34.7093
2019-05-10 00-01-45,644,17.1768,34.736
2019-05-10 00-01-47,644,17.1616,34.7494
2019-05-10 00-01-49,643,17.1249,34.7494
2019-05-10 00-01-51,643,17.0883,34.736
2019-05-10 00-01-55,643,17.1249,34.7494
2019-05-10 00-01-57,644,17.1036,34.7227
2019-05-10 00-01-59,643,17.0883,34.7681
2019-05-10 00-02-01,643,17.1265,34.7681
2019-05-10 00-02-03,643,17.1066,34.7814
2019-05-10 00-02-05,643,17.0715,34.7681
2019-05-10 00-02-07,642,17.1631,34.7948
2019-05-10 00-02-09,643,17.0563,34.7948
2019-05-10 00-02-13,643,17.1265,34.7948
2019-05-10 00-02-15,643,17.0898,34.8081
2019-05-10 00-02-17,643,17.0563,34.7814
2019-05-10 00-02-19,644,17.0212,34.7948
2019-05-10 00-02-21,644,17.0898,34.7948
2019-05-10 00-02-23,643,17.0898,34.7948
2019-05-10 00-02-25,643,17.0563,34.8081
2019-05-10 00-02-29,643,17.0929,34.8241
2019-05-10 00-02-31,643,17.0242,34.8642
2019-05-10 00-02-33,643,17.0258,34.8802
2019-05-10 00-02-35,643,16.9922,34.9069
2019-05-10 00-02-37,643,16.9556,34.9069
2019-05-10 00-02-39,643,16.9937,34.9363
2019-05-10 00-02-41,643,16.9922,34.8936
2019-05-10 00-02-43,643,17.0105,34.9069
2019-05-10 00-02-47,643,16.9571,34.9363
2019-05-10 00-02-49,644,16.9754,34.9203
2019-05-10 00-02-51,644,16.9937,34.9363
2019-05-10 00-02-53,644,16.9937,34.9203
2019-05-10 00-02-55,644,16.9205,34.9363
2019-05-10 00-02-57,644,16.9052,34.9496
2019-05-10 00-02-59,644,16.9571,34.963
2019-05-10 00-03-01,645,16.9571,34.963
2019-05-10 00-03-05,645,16.9388,34.9496
2019-05-10 00-03-07,645,16.9418,34.9924
2019-05-10 00-03-09,645,16.9235,34.9496
2019-05-10 00-03-11,645,16.9601,34.9763
