Time,#CO2,#Hum,#Temp
2019-06-04 01-00-04,442,25.0732,35.3449
2019-06-04 01-00-06,442,25.1556,35.3449
2019-06-04 01-00-08,442,25.0946,35.3315
2019-06-04 01-00-10,442,25.1236,35.3315
2019-06-04 01-00-12,441,25.1083,35.3182
2019-06-04 01-00-16,441,25.1236,35.3021
2019-06-04 01-00-18,441,25.1694,35.2754
2019-06-04 01-00-20,442,25.1678,35.3021
2019-06-04 01-00-22,442,25.1541,35.2888
2019-06-04 01-00-24,442,25.1541,35.2888
2019-06-04 01-00-26,441,25.1831,35.2621
2019-06-04 01-00-28,441,25.1968,35.246
2019-06-04 01-00-32,442,25.1816,35.2888
2019-06-04 01-00-34,441,25.1831,35.2621
2019-06-04 01-00-36,441,25.264,35.2888
2019-06-04 01-00-38,441,25.1831,35.246
2019-06-04 01-00-40,442,25.1968,35.246
2019-06-04 01-00-42,441,25.2472,35.2327
2019-06-04 01-00-44,441,25.2457,35.2621
2019-06-04 01-00-46,442,25.2136,35.2167
2019-06-04 01-00-50,442,25.2777,35.2327
2019-06-04 01-00-52,442,25.2777,35.2327
2019-06-04 01-00-54,442,25.325,35.2327
2019-06-04 01-00-56,443,25.3098,35.2327
2019-06-04 01-00-58,443,25.293,35.246
2019-06-04 01-01-00,442,25.2777,35.2621
2019-06-04 01-01-02,443,25.264,35.2327
2019-06-04 01-01-04,443,25.2457,35.246
2019-06-04 01-01-08,443,25.264,35.246
2019-06-04 01-01-10,443,25.2777,35.246
2019-06-04 01-01-12,444,25.2777,35.2033
2019-06-04 01-01-14,444,25.2747,35.2033
2019-06-04 01-01-16,444,25.3067,35.2033
2019-06-04 01-01-18,444,25.2914,35.174
2019-06-04 01-01-20,444,25.3372,35.174
2019-06-04 01-01-24,445,25.3204,35.1873
2019-06-04 01-01-26,445,25.3372,35.1606
2019-06-04 01-01-28,444,25.3693,35.1606
2019-06-04 01-01-30,445,25.3342,35.1606
2019-06-04 01-01-32,445,25.3342,35.174
2019-06-04 01-01-34,445,25.4028,35.174
2019-06-04 01-01-36,444,25.4486,35.174
2019-06-04 01-01-38,444,25.3708,35.1873
2019-06-04 01-01-42,444,25.3708,35.2327
2019-06-04 01-01-44,444,25.293,35.2033
2019-06-04 01-01-46,444,25.3235,35.2167
2019-06-04 01-01-48,444,25.2609,35.2033
2019-06-04 01-01-50,443,25.2594,35.2033
2019-06-04 01-01-52,443,25.3235,35.2033
2019-06-04 01-01-54,444,25.3067,35.1606
2019-06-04 01-01-56,444,25.2884,35.1873
2019-06-04 01-02-00,444,25.3204,35.1873
2019-06-04 01-02-02,444,25.3525,35.2033
2019-06-04 01-02-04,444,25.3387,35.2033
2019-06-04 01-02-06,444,25.2747,35.2167
2019-06-04 01-02-08,444,25.2777,35.2033
2019-06-04 01-02-10,444,25.3738,35.1873
2019-06-04 01-02-12,444,25.3372,35.1873
2019-06-04 01-02-16,444,25.2914,35.2167
2019-06-04 01-02-18,444,25.3067,35.174
2019-06-04 01-02-20,444,25.3052,35.1873
2019-06-04 01-02-22,443,25.3372,35.2033
2019-06-04 01-02-24,443,25.3067,35.174
2019-06-04 01-02-26,443,25.2731,35.2033
2019-06-04 01-02-28,443,25.3555,35.174
2019-06-04 01-02-30,443,25.3372,35.1472
2019-06-04 01-02-34,443,25.3189,35.1606
2019-06-04 01-02-36,443,25.3189,35.1472
2019-06-04 01-02-38,443,25.3693,35.1606
2019-06-04 01-02-40,443,25.351,35.1472
2019-06-04 01-02-42,443,25.3845,35.1312
2019-06-04 01-02-44,443,25.3479,35.1045
2019-06-04 01-02-46,443,25.412,35.1179
2019-06-04 01-02-50,443,25.4288,35.1179
2019-06-04 01-02-52,443,25.4288,35.1045
2019-06-04 01-02-54,443,25.3967,35.0912
