Time,#CO2,#Hum,#Temp
2019-06-06 01-00-03,414,19.9371,36.1379
2019-06-06 01-00-05,416,19.9173,36.0792
2019-06-06 01-00-07,419,19.9646,36.0071
2019-06-06 01-00-09,422,19.9448,35.951
2019-06-06 01-00-11,422,20.047,35.9377
2019-06-06 01-00-15,422,20.1004,35.9243
2019-06-06 01-00-17,422,20.1553,35.8549
2019-06-06 01-00-19,421,20.2194,35.8549
2019-06-06 01-00-21,419,20.2377,35.8255
2019-06-06 01-00-23,417,20.2515,35.8122
2019-06-06 01-00-25,417,20.3247,35.7694
2019-06-06 01-00-27,418,20.3568,35.7401
2019-06-06 01-00-31,416,20.3201,35.7134
2019-06-06 01-00-33,413,20.4041,35.7267
2019-06-06 01-00-35,409,20.4041,35.6813
2019-06-06 01-00-37,410,20.4224,35.6813
2019-06-06 01-00-40,408,20.4025,35.668
2019-06-06 01-00-42,407,20.4575,35.7
2019-06-06 01-00-44,406,20.5124,35.7
2019-06-06 01-00-46,406,20.4254,35.7134
2019-06-06 01-00-50,407,20.459,35.668
2019-06-06 01-00-52,407,20.4025,35.6413
2019-06-06 01-00-54,406,20.3659,35.6413
2019-06-06 01-00-56,405,20.4208,35.6252
2019-06-06 01-00-58,407,20.4544,35.5985
2019-06-06 01-01-00,407,20.4865,35.5558
2019-06-06 01-01-02,407,20.4849,35.5425
2019-06-06 01-01-04,405,20.5002,35.5692
2019-06-06 01-01-08,406,20.5368,35.6119
2019-06-06 01-01-10,407,20.5231,35.5852
2019-06-06 01-01-12,407,20.5551,35.5852
2019-06-06 01-01-14,406,20.4865,35.6413
2019-06-06 01-01-16,406,20.5261,35.7
2019-06-06 01-01-18,406,20.4407,35.7401
2019-06-06 01-01-20,405,20.4071,35.7828
2019-06-06 01-01-24,405,20.3568,35.8122
2019-06-06 01-01-26,405,20.34,35.7961
2019-06-06 01-01-28,405,20.3217,35.8389
2019-06-06 01-01-30,406,20.2744,35.8122
2019-06-06 01-01-32,405,20.2713,35.8682
2019-06-06 01-01-34,405,20.1691,35.8816
2019-06-06 01-01-36,407,20.2026,35.8549
2019-06-06 01-01-38,408,20.2194,35.8122
2019-06-06 01-01-42,408,20.2515,35.8389
2019-06-06 01-01-44,408,20.2011,35.8682
2019-06-06 01-01-46,408,20.2194,35.9243
2019-06-06 01-01-48,408,20.1553,36.0231
2019-06-06 01-01-50,408,20.1599,36.0231
2019-06-06 01-01-52,408,20.0516,36.0632
2019-06-06 01-01-54,409,20.0912,36.1059
2019-06-06 01-01-56,408,19.9875,36.0925
2019-06-06 01-02-00,410,19.9493,36.0632
2019-06-06 01-02-02,411,19.9127,36.0365
2019-06-06 01-02-04,413,19.9631,35.9804
2019-06-06 01-02-06,414,20.015,35.9804
2019-06-06 01-02-08,413,20.05,35.967
2019-06-06 01-02-10,414,20.0653,35.951
2019-06-06 01-02-12,415,20.0836,35.9243
2019-06-06 01-02-16,416,20.0638,35.967
2019-06-06 01-02-18,415,20.1019,35.9937
2019-06-06 01-02-20,415,20.0867,35.9804
2019-06-06 01-02-22,416,20.0836,35.9937
2019-06-06 01-02-24,417,20.0867,36.0231
2019-06-06 01-02-26,416,20.018,36.0632
2019-06-06 01-02-28,416,19.9646,36.0925
2019-06-06 01-02-30,416,19.9677,36.0925
2019-06-06 01-02-34,416,19.9493,36.1059
2019-06-06 01-02-36,417,19.9142,36.0925
2019-06-06 01-02-38,420,19.8807,36.0925
2019-06-06 01-02-40,420,19.8959,36.1059
2019-06-06 01-02-42,420,19.9142,36.1059
2019-06-06 01-02-44,420,19.9677,36.1059
2019-06-06 01-02-46,420,19.9142,36.0632
